AnnoA;ClasseNUMERO;ClasseNOME;SESSO;Isc
2012/2013;101/S;Specialistiche in teoria della comunicazione;F;76
2012/2013;101/S;Specialistiche in teoria della comunicazione;M;34
2012/2013;102/S;Specialistiche in teoria e tecniche della normazione e dell'informazione giuridica;F;11
2012/2013;102/S;Specialistiche in teoria e tecniche della normazione e dell'informazione giuridica;M;3
2012/2013;103/S;Specialistiche in teorie e metodi del disegno industriale;F;114
2012/2013;103/S;Specialistiche in teorie e metodi del disegno industriale;M;117
2012/2013;104/S;Specialistiche in traduzione letteraria e in traduzione tecnico-scientifica;F;145
2012/2013;104/S;Specialistiche in traduzione letteraria e in traduzione tecnico-scientifica;M;11
2012/2013;11;Lingue e culture moderne;F;6532
2012/2013;11;Lingue e culture moderne;M;1407
2012/2013;12;Scienze biologiche;F;4923
2012/2013;12;Scienze biologiche;M;1646
2012/2013;12/S;Specialistiche in conservazione e restauro del patrimonio storico-artistico;F;32
2012/2013;12/S;Specialistiche in conservazione e restauro del patrimonio storico-artistico;M;6
2012/2013;13;Scienze dei beni culturali;F;4331
2012/2013;13;Scienze dei beni culturali;M;1237
2012/2013;13/S;Specialistiche in editoria, comunicazione multimediale e giornalismo;F;155
2012/2013;13/S;Specialistiche in editoria, comunicazione multimediale e giornalismo;M;71
2012/2013;14;Scienze della comunicazione;F;4576
2012/2013;14;Scienze della comunicazione;M;2368
2012/2013;14/S;Specialistiche in farmacia e farmacia industriale;F;14856
2012/2013;14/S;Specialistiche in farmacia e farmacia industriale;M;6093
2012/2013;15;Scienze politiche e delle relazioni internazionali;F;2590
2012/2013;15;Scienze politiche e delle relazioni internazionali;M;3208
2012/2013;15/S;Specialistiche in filologia e letterature dell'antichita;F;101
2012/2013;15/S;Specialistiche in filologia e letterature dell'antichita;M;23
2012/2013;16;Scienze della Terra;F;269
2012/2013;16;Scienze della Terra;M;630
2012/2013;16/S;Specialistiche in filologia moderna;F;336
2012/2013;16/S;Specialistiche in filologia moderna;M;80
2012/2013;17;Scienze dell'economia e della gestione aziendale;F;10934
2012/2013;17;Scienze dell'economia e della gestione aziendale;M;11240
2012/2013;17/S;Specialistiche in filosofia e storia della scienza;F;4
2012/2013;17/S;Specialistiche in filosofia e storia della scienza;M;2
2012/2013;18;Scienze dell'educazione e della formazione;F;8196
2012/2013;18;Scienze dell'educazione e della formazione;M;867
2012/2013;18/S;Specialistiche in filosofia teoretica, morale, politica ed estetica;F;101
2012/2013;18/S;Specialistiche in filosofia teoretica, morale, politica ed estetica;M;66
2012/2013;18-bis;Scienze della Formazione Primaria - Quadriennale;F;14718
2012/2013;18-bis;Scienze della Formazione Primaria - Quadriennale;M;706
2012/2013;19;Scienze dell'amministrazione;F;1262
2012/2013;19;Scienze dell'amministrazione;M;1102
2012/2013;19/S;Specialistiche in finanza;F;31
2012/2013;19/S;Specialistiche in finanza;M;40
2012/2013;20;Scienze e tecnologie agrarie, agroalimentari e forestali;F;1322
2012/2013;20;Scienze e tecnologie agrarie, agroalimentari e forestali;M;2499
2012/2013;20/S;Specialistiche in fisica;F;50
2012/2013;20/S;Specialistiche in fisica;M;113
2012/2013;21;Scienze e tecnologie chimiche;F;831
2012/2013;21;Scienze e tecnologie chimiche;M;872
2012/2013;21/S;Specialistiche in geografia;F;9
2012/2013;21/S;Specialistiche in geografia;M;16
2012/2013;22;Scienze e tecnologie della navigazione marittima e aerea;F;15
2012/2013;22;Scienze e tecnologie della navigazione marittima e aerea;M;51
2012/2013;22/S;Specialistiche in giurisprudenza;F;997
2012/2013;22/S;Specialistiche in giurisprudenza;M;585
2012/2013;23;Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda;F;1405
2012/2013;23;Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda;M;758
2012/2013;23/S;Specialistiche in informatica;F;81
2012/2013;23/S;Specialistiche in informatica;M;343
2012/2013;24;Scienze e tecnologie farmaceutiche;F;2101
2012/2013;24;Scienze e tecnologie farmaceutiche;M;873
2012/2013;24/S;Specialistiche in informatica per le discipline umanistiche;F;17
2012/2013;24/S;Specialistiche in informatica per le discipline umanistiche;M;12
2012/2013;25;Scienze e tecnologie fisiche;F;423
2012/2013;25;Scienze e tecnologie fisiche;M;858
2012/2013;25/S;Specialistiche in ingegneria aerospaziale e astronautica;F;47
2012/2013;25/S;Specialistiche in ingegneria aerospaziale e astronautica;M;285
2012/2013;26;Scienze e tecnologie informatiche;F;683
2012/2013;26;Scienze e tecnologie informatiche;M;4221
2012/2013;26/S;Specialistiche in ingegneria biomedica;F;74
2012/2013;26/S;Specialistiche in ingegneria biomedica;M;74
2012/2013;27;Scienze e tecnologie per l'ambiente e la natura;F;826
2012/2013;27;Scienze e tecnologie per l'ambiente e la natura;M;806
2012/2013;27/S;Specialistiche in ingegneria chimica;F;60
2012/2013;27/S;Specialistiche in ingegneria chimica;M;62
2012/2013;28;Scienze economiche;F;3772
2012/2013;28;Scienze economiche;M;3666
2012/2013;28/S;Specialistiche in ingegneria civile;F;208
2012/2013;28/S;Specialistiche in ingegneria civile;M;629
2012/2013;29;Filosofia;F;1141
2012/2013;29;Filosofia;M;932
2012/2013;29/S;Specialistiche in ingegneria dell'automazione;F;14
2012/2013;29/S;Specialistiche in ingegneria dell'automazione;M;145
2012/2013;30;Scienze geografiche;F;125
2012/2013;30;Scienze geografiche;M;107
2012/2013;30/S;Specialistiche in ingegneria delle telecomunicazioni;F;45
2012/2013;30/S;Specialistiche in ingegneria delle telecomunicazioni;M;246
2012/2013;31;Scienze giuridiche;F;3360
2012/2013;31;Scienze giuridiche;M;2181
2012/2013;31/S;Specialistiche in ingegneria elettrica;F;9
2012/2013;31/S;Specialistiche in ingegneria elettrica;M;122
2012/2013;31-bis;Scienze giuridiche - Quinquennale;F;388
2012/2013;31-bis;Scienze giuridiche - Quinquennale;M;198
2012/2013;32;Scienze matematiche;F;950
2012/2013;32;Scienze matematiche;M;563
2012/2013;32/S;Specialistiche in ingegneria elettronica;F;68
2012/2013;32/S;Specialistiche in ingegneria elettronica;M;431
2012/2013;33;Scienze delle attivita motorie e sportive;F;1724
2012/2013;33;Scienze delle attivita motorie e sportive;M;3451
2012/2013;33/S;Specialistiche in ingegneria energetica e nucleare;F;24
2012/2013;33/S;Specialistiche in ingegneria energetica e nucleare;M;111
2012/2013;34;Scienze e tecniche psicologiche;F;5392
2012/2013;34;Scienze e tecniche psicologiche;M;1436
2012/2013;34/S;Specialistiche in ingegneria gestionale;F;185
2012/2013;34/S;Specialistiche in ingegneria gestionale;M;373
2012/2013;35;Scienze sociali per la cooperazione, lo sviluppo e la pace;F;368
2012/2013;35;Scienze sociali per la cooperazione, lo sviluppo e la pace;M;274
2012/2013;35/S;Specialistiche in ingegneria informatica;F;101
2012/2013;35/S;Specialistiche in ingegneria informatica;M;690
2012/2013;36;Scienze sociologiche;F;1401
2012/2013;36;Scienze sociologiche;M;553
2012/2013;36/S;Specialistiche in ingegneria meccanica;F;71
2012/2013;36/S;Specialistiche in ingegneria meccanica;M;719
2012/2013;37;Scienze statistiche;F;200
2012/2013;37;Scienze statistiche;M;254
2012/2013;37/S;Specialistiche in ingegneria navale;F;5
2012/2013;37/S;Specialistiche in ingegneria navale;M;33
2012/2013;38;Scienze storiche;F;711
2012/2013;38;Scienze storiche;M;920
2012/2013;38/S;Specialistiche in ingegneria per l'ambiente e il territorio;F;137
2012/2013;38/S;Specialistiche in ingegneria per l'ambiente e il territorio;M;174
2012/2013;39;Scienze del turismo;F;1497
2012/2013;39;Scienze del turismo;M;569
2012/2013;39/S;Specialistiche in interpretariato di conferenza;F;14
2012/2013;39/S;Specialistiche in interpretariato di conferenza;M;4
2012/2013;40;Scienze e tecnologie zootecniche e delle produzioni animali;F;639
2012/2013;40;Scienze e tecnologie zootecniche e delle produzioni animali;M;335
2012/2013;40/S;Specialistiche in lingua e cultura italiana;F;47
2012/2013;40/S;Specialistiche in lingua e cultura italiana;M;17
2012/2013;41;Tecnologie per la conservazione e il restauro dei beni culturali;F;245
2012/2013;41;Tecnologie per la conservazione e il restauro dei beni culturali;M;81
2012/2013;41/S;Specialistiche in lingue e letterature afroasiatiche;F;34
2012/2013;41/S;Specialistiche in lingue e letterature afroasiatiche;M;6
2012/2013;42;Disegno industriale;F;512
2012/2013;42;Disegno industriale;M;593
2012/2013;42/S;Specialistiche in lingue e letterature moderne euroamericane;F;324
2012/2013;42/S;Specialistiche in lingue e letterature moderne euroamericane;M;44
2012/2013;43/S;Specialistiche in lingue straniere per la comunicazione internazionale;F;288
2012/2013;43/S;Specialistiche in lingue straniere per la comunicazione internazionale;M;34
2012/2013;44/S;Specialistiche in linguistica;F;110
2012/2013;44/S;Specialistiche in linguistica;M;19
2012/2013;45/S;Specialistiche in matematica;F;110
2012/2013;45/S;Specialistiche in matematica;M;68
2012/2013;46/S;Specialistiche in medicina e chirurgia;F;11391
2012/2013;46/S;Specialistiche in medicina e chirurgia;M;8462
2012/2013;47/S;Specialistiche in medicina veterinaria;F;2602
2012/2013;47/S;Specialistiche in medicina veterinaria;M;1272
2012/2013;48/S;Specialistiche in metodi per l'analisi valutativa dei sistemi complessi;F;1
2012/2013;48/S;Specialistiche in metodi per l'analisi valutativa dei sistemi complessi;M;3
2012/2013;49/S;Specialistiche in metodi per la ricerca empirica nelle scienze sociali;F;1
2012/2013;49/S;Specialistiche in metodi per la ricerca empirica nelle scienze sociali;M;2
2012/2013;50/S;Specialistiche in modellistica matematico-fisica per l'ingegneria;F;8
2012/2013;50/S;Specialistiche in modellistica matematico-fisica per l'ingegneria;M;15
2012/2013;51/S;Specialistiche in musicologia e beni musicali;F;22
2012/2013;51/S;Specialistiche in musicologia e beni musicali;M;27
2012/2013;52/S;Specialistiche in odontoiatria e protesi dentaria;F;548
2012/2013;52/S;Specialistiche in odontoiatria e protesi dentaria;M;973
2012/2013;53/S;Specialistiche in organizzazione e gestione dei servizi per lo sport e le attivita motorie;F;11
2012/2013;53/S;Specialistiche in organizzazione e gestione dei servizi per lo sport e le attivita motorie;M;9
2012/2013;54/S;Specialistiche in pianificazione territoriale urbanistica e ambientale;F;21
2012/2013;54/S;Specialistiche in pianificazione territoriale urbanistica e ambientale;M;27
2012/2013;55/S;Specialistiche in progettazione e gestione dei sistemi turistici;F;69
2012/2013;55/S;Specialistiche in progettazione e gestione dei sistemi turistici;M;18
2012/2013;56/S;Specialistiche in programmazione e gestione dei servizi educativi e formativi;F;156
2012/2013;56/S;Specialistiche in programmazione e gestione dei servizi educativi e formativi;M;16
2012/2013;57/S;Specialistiche in programmazione e gestione delle politiche e dei servizi sociali;F;524
2012/2013;57/S;Specialistiche in programmazione e gestione delle politiche e dei servizi sociali;M;53
2012/2013;58/S;Specialistiche in psicologia;F;877
2012/2013;58/S;Specialistiche in psicologia;M;163
2012/2013;59/S;Specialistiche in pubblicita e comunicazione d'impresa;F;62
2012/2013;59/S;Specialistiche in pubblicita e comunicazione d'impresa;M;27
2012/2013;60/S;Specialistiche in relazioni internazionali;F;192
2012/2013;60/S;Specialistiche in relazioni internazionali;M;183
2012/2013;61/S;Specialistiche in scienza e ingegneria dei materiali;F;17
2012/2013;61/S;Specialistiche in scienza e ingegneria dei materiali;M;51
2012/2013;62/S;Specialistiche in scienze chimiche;F;33
2012/2013;62/S;Specialistiche in scienze chimiche;M;40
2012/2013;63/S;Specialistiche in scienze cognitive;F;6
2012/2013;64/S;Specialistiche in scienze dell'economia;F;196
2012/2013;64/S;Specialistiche in scienze dell'economia;M;231
2012/2013;65/S;Specialistiche in scienze dell'educazione degli adulti e della formazione continua;F;93
2012/2013;65/S;Specialistiche in scienze dell'educazione degli adulti e della formazione continua;M;12
2012/2013;66/S;Specialistiche in scienze dell'universo;F;10
2012/2013;66/S;Specialistiche in scienze dell'universo;M;12
2012/2013;67/S;Specialistiche in scienze della comunicazione sociale e istituzionale;F;74
2012/2013;67/S;Specialistiche in scienze della comunicazione sociale e istituzionale;M;33
2012/2013;68/S;Specialistiche in scienze della natura;F;25
2012/2013;68/S;Specialistiche in scienze della natura;M;12
2012/2013;69/S;Specialistiche in scienze della nutrizione umana;F;34
2012/2013;69/S;Specialistiche in scienze della nutrizione umana;M;10
2012/2013;70/S;Specialistiche in scienze della politica;F;107
2012/2013;70/S;Specialistiche in scienze della politica;M;92
2012/2013;71/S;Specialistiche in scienze delle pubbliche amministrazioni;F;113
2012/2013;71/S;Specialistiche in scienze delle pubbliche amministrazioni;M;114
2012/2013;72/S;Specialistiche in scienze delle religioni;F;20
2012/2013;72/S;Specialistiche in scienze delle religioni;M;12
2012/2013;73/S;Specialistiche in scienze dello spettacolo e della produzione multimediale;F;103
2012/2013;73/S;Specialistiche in scienze dello spettacolo e della produzione multimediale;M;56
2012/2013;74/S;Specialistiche in scienze e gestione delle risorse rurali e forestali;F;7
2012/2013;74/S;Specialistiche in scienze e gestione delle risorse rurali e forestali;M;18
2012/2013;75/S;Specialistiche in scienze e tecnica dello sport;F;22
2012/2013;75/S;Specialistiche in scienze e tecnica dello sport;M;44
2012/2013;76/S;Specialistiche in scienze e tecniche delle attivita motorie preventive e adattative;F;78
2012/2013;76/S;Specialistiche in scienze e tecniche delle attivita motorie preventive e adattative;M;64
2012/2013;77/S;Specialistiche in scienze e tecnologie agrarie;F;17
2012/2013;77/S;Specialistiche in scienze e tecnologie agrarie;M;50
2012/2013;78/S;Specialistiche in scienze e tecnologie agroalimentari;F;30
2012/2013;78/S;Specialistiche in scienze e tecnologie agroalimentari;M;24
2012/2013;79/S;Specialistiche in scienze e tecnologie agrozootecniche;F;15
2012/2013;79/S;Specialistiche in scienze e tecnologie agrozootecniche;M;17
2012/2013;80/S;Specialistiche in scienze e tecnologie dei sistemi di navigazione;F;1
2012/2013;81/S;Specialistiche in scienze e tecnologie della chimica industriale;F;2
2012/2013;81/S;Specialistiche in scienze e tecnologie della chimica industriale;M;13
2012/2013;82/S;Specialistiche in scienze e tecnologie per l'ambiente e il territorio;F;30
2012/2013;82/S;Specialistiche in scienze e tecnologie per l'ambiente e il territorio;M;28
2012/2013;83/S;Specialistiche in scienze economiche per l'ambiente e la cultura;F;33
2012/2013;83/S;Specialistiche in scienze economiche per l'ambiente e la cultura;M;14
2012/2013;84/S;Specialistiche in scienze economico-aziendali;F;858
2012/2013;84/S;Specialistiche in scienze economico-aziendali;M;735
2012/2013;85/S;Specialistiche in scienze geofisiche;F;4
2012/2013;85/S;Specialistiche in scienze geofisiche;M;7
2012/2013;86/S;Specialistiche in scienze geologiche;F;39
2012/2013;86/S;Specialistiche in scienze geologiche;M;49
2012/2013;87/S;Specialistiche in scienze pedagogiche;F;361
2012/2013;87/S;Specialistiche in scienze pedagogiche;M;36
2012/2013;88/S;Specialistiche in scienze per la cooperazione allo sviluppo;F;54
2012/2013;88/S;Specialistiche in scienze per la cooperazione allo sviluppo;M;26
2012/2013;89/S;Specialistiche in sociologia;F;153
2012/2013;89/S;Specialistiche in sociologia;M;74
2012/2013;90/S;Specialistiche in statistica demografica e sociale;F;11
2012/2013;90/S;Specialistiche in statistica demografica e sociale;M;9
2012/2013;91/S;Specialistiche in statistica economica, finanziaria ed attuariale;F;36
2012/2013;91/S;Specialistiche in statistica economica, finanziaria ed attuariale;M;37
2012/2013;92/S;Specialistiche in statistica per la ricerca sperimentale;F;4
2012/2013;92/S;Specialistiche in statistica per la ricerca sperimentale;M;17
2012/2013;93/S;Specialistiche in storia antica;F;6
2012/2013;93/S;Specialistiche in storia antica;M;3
2012/2013;94/S;Specialistiche in storia contemporanea;F;32
2012/2013;94/S;Specialistiche in storia contemporanea;M;55
2012/2013;95/S;Specialistiche in storia dell'arte;F;363
2012/2013;95/S;Specialistiche in storia dell'arte;M;63
2012/2013;96/S;Specialistiche in storia della filosofia;F;59
2012/2013;96/S;Specialistiche in storia della filosofia;M;43
2012/2013;97/S;Specialistiche in storia medievale;F;29
2012/2013;97/S;Specialistiche in storia medievale;M;40
2012/2013;98/S;Specialistiche in storia moderna;F;29
2012/2013;98/S;Specialistiche in storia moderna;M;37
2012/2013;99/S;Specialistiche in studi europei;F;38
2012/2013;99/S;Specialistiche in studi europei;M;33
2012/2013;99999;Classe non definita;F;29820
2012/2013;99999;Classe non definita;M;19362
2012/2013;DS1;Scienze della difesa e della sicurezza;F;294
2012/2013;DS1;Scienze della difesa e della sicurezza;M;1070
2012/2013;DS1/S;Specialistiche nelle scienze della difesa e della sicurezza;F;91
2012/2013;DS1/S;Specialistiche nelle scienze della difesa e della sicurezza;M;610
2012/2013;L/SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;F;25644
2012/2013;L/SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;M;11139
2012/2013;L/SNT2;Professioni sanitarie della riabilitazione;F;5926
2012/2013;L/SNT2;Professioni sanitarie della riabilitazione;M;3481
2012/2013;L/SNT3;Professioni sanitarie tecniche;F;4841
2012/2013;L/SNT3;Professioni sanitarie tecniche;M;3389
2012/2013;L/SNT4;Professioni sanitarie della prevenzione;F;1002
2012/2013;L/SNT4;Professioni sanitarie della prevenzione;M;967
2012/2013;L-01;Beni culturali;F;13743
2012/2013;L-01;Beni culturali;M;4170
2012/2013;L-02;Biotecnologie;F;6828
2012/2013;L-02;Biotecnologie;M;3986
2012/2013;L-03;Discipline delle arti figurative, della musica, dello spettacolo e della moda;F;6185
2012/2013;L-03;Discipline delle arti figurative, della musica, dello spettacolo e della moda;M;3249
2012/2013;L-04;Disegno industriale;F;4305
2012/2013;L-04;Disegno industriale;M;3090
2012/2013;L-05;Filosofia;F;5474
2012/2013;L-05;Filosofia;M;4908
2012/2013;L-06;Geografia;F;306
2012/2013;L-06;Geografia;M;336
2012/2013;L-07;Ingegneria civile e ambientale;F;7870
2012/2013;L-07;Ingegneria civile e ambientale;M;18375
2012/2013;L-08;Ingegneria dell'informazione;F;7435
2012/2013;L-08;Ingegneria dell'informazione;M;29276
2012/2013;L-09;Ingegneria industriale;F;11859
2012/2013;L-09;Ingegneria industriale;M;46834
2012/2013;L-10;Lettere;F;20495
2012/2013;L-10;Lettere;M;7587
2012/2013;L-11;Lingue e culture moderne;F;31795
2012/2013;L-11;Lingue e culture moderne;M;8012
2012/2013;L-12;Mediazione linguistica;F;20823
2012/2013;L-12;Mediazione linguistica;M;4456
2012/2013;L-13;Scienze biologiche;F;17365
2012/2013;L-13;Scienze biologiche;M;6388
2012/2013;L-14;Scienze dei servizi giuridici;F;10041
2012/2013;L-14;Scienze dei servizi giuridici;M;8741
2012/2013;L-15;Scienze del turismo;F;6213
2012/2013;L-15;Scienze del turismo;M;2166
2012/2013;L-16;Scienze dell'amministrazione e dell'organizzazione;F;5967
2012/2013;L-16;Scienze dell'amministrazione e dell'organizzazione;M;5147
2012/2013;L-17;Scienze dell'architettura;F;7589
2012/2013;L-17;Scienze dell'architettura;M;7012
2012/2013;L-18;Scienze dell'economia e della gestione aziendale;F;49975
2012/2013;L-18;Scienze dell'economia e della gestione aziendale;M;56586
2012/2013;L-19;Scienze dell'educazione e della formazione;F;37713
2012/2013;L-19;Scienze dell'educazione e della formazione;M;3905
2012/2013;L-20;Scienze della comunicazione;F;19268
2012/2013;L-20;Scienze della comunicazione;M;10621
2012/2013;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;F;1029
2012/2013;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;M;1668
2012/2013;L-22;Scienze delle attività motorie e sportive;F;6542
2012/2013;L-22;Scienze delle attività motorie e sportive;M;14316
2012/2013;L-23;Scienze e tecniche dell'edilizia;F;3269
2012/2013;L-23;Scienze e tecniche dell'edilizia;M;5001
2012/2013;L-24;Scienze e tecniche psicologiche;F;29328
2012/2013;L-24;Scienze e tecniche psicologiche;M;8353
2012/2013;L-25;Scienze e tecnologie agrarie e forestali;F;3143
2012/2013;L-25;Scienze e tecnologie agrarie e forestali;M;8090
2012/2013;L-26;Scienze e tecnologie alimentari;F;5140
2012/2013;L-26;Scienze e tecnologie alimentari;M;4021
2012/2013;L-27;Scienze e tecnologie chimiche;F;4150
2012/2013;L-27;Scienze e tecnologie chimiche;M;4809
2012/2013;L-28;Scienze e tecnologie della navigazione;F;101
2012/2013;L-28;Scienze e tecnologie della navigazione;M;487
2012/2013;L-29;Scienze e tecnologie farmaceutiche;F;4728
2012/2013;L-29;Scienze e tecnologie farmaceutiche;M;1512
2012/2013;L-30;Scienze e tecnologie fisiche;F;3067
2012/2013;L-30;Scienze e tecnologie fisiche;M;5666
2012/2013;L-31;Scienze e tecnologie informatiche;F;1989
2012/2013;L-31;Scienze e tecnologie informatiche;M;14018
2012/2013;L-32;Scienze e tecnologie per l'ambiente e la natura;F;4012
2012/2013;L-32;Scienze e tecnologie per l'ambiente e la natura;M;3705
2012/2013;L-33;Scienze economiche;F;16033
2012/2013;L-33;Scienze economiche;M;19809
2012/2013;L-34;Scienze geologiche;F;1722
2012/2013;L-34;Scienze geologiche;M;3186
2012/2013;L-35;Scienze matematiche;F;4001
2012/2013;L-35;Scienze matematiche;M;3419
2012/2013;L-36;Scienze politiche e delle relazioni internazionali;F;15132
2012/2013;L-36;Scienze politiche e delle relazioni internazionali;M;16518
2012/2013;L-37;Scienze sociali per la cooperazione, lo sviluppo e la pace;F;1357
2012/2013;L-37;Scienze sociali per la cooperazione, lo sviluppo e la pace;M;920
2012/2013;L-38;Scienze zootecniche e tecnologie delle produzioni animali;F;3191
2012/2013;L-38;Scienze zootecniche e tecnologie delle produzioni animali;M;1326
2012/2013;L-39;Servizio sociale;F;12713
2012/2013;L-39;Servizio sociale;M;1253
2012/2013;L-40;Sociologia;F;6185
2012/2013;L-40;Sociologia;M;2354
2012/2013;L-41;Statistica;F;1348
2012/2013;L-41;Statistica;M;1798
2012/2013;L-42;Storia;F;2602
2012/2013;L-42;Storia;M;4229
2012/2013;L-43;Diagnostica per la conservazione dei beni culturali;F;905
2012/2013;L-43;Diagnostica per la conservazione dei beni culturali;M;271
2012/2013;LM/SNT1;Scienze infermieristiche e ostetriche;F;1308
2012/2013;LM/SNT1;Scienze infermieristiche e ostetriche;M;476
2012/2013;LM/SNT2;Scienze riabilitative delle professioni sanitarie;F;562
2012/2013;LM/SNT2;Scienze riabilitative delle professioni sanitarie;M;173
2012/2013;LM/SNT3;Scienze delle professioni sanitarie tecniche;F;430
2012/2013;LM/SNT3;Scienze delle professioni sanitarie tecniche;M;330
2012/2013;LM/SNT4;Scienze delle professioni sanitarie della prevenzione;F;162
2012/2013;LM/SNT4;Scienze delle professioni sanitarie della prevenzione;M;186
2012/2013;LM-01;Antropologia culturale ed etnologia;F;709
2012/2013;LM-01;Antropologia culturale ed etnologia;M;285
2012/2013;LM-02;Archeologia;F;1880
2012/2013;LM-02;Archeologia;M;849
2012/2013;LM-03;Architettura del paesaggio;F;312
2012/2013;LM-03;Architettura del paesaggio;M;183
2012/2013;LM-04;Architettura e ingegneria edile-architettura;F;5169
2012/2013;LM-04;Architettura e ingegneria edile-architettura;M;4145
2012/2013;LM-04cu;Architettura e ingegneria edile-architettura (quinquennale);F;10529
2012/2013;LM-04cu;Architettura e ingegneria edile-architettura (quinquennale);M;8673
2012/2013;LM-05;Archivistica e biblioteconomia;F;324
2012/2013;LM-05;Archivistica e biblioteconomia;M;105
2012/2013;LM-06;Biologia;F;6940
2012/2013;LM-06;Biologia;M;2425
2012/2013;LM-07;Biotecnologie agrarie;F;160
2012/2013;LM-07;Biotecnologie agrarie;M;139
2012/2013;LM-08;Biotecnologie industriali;F;578
2012/2013;LM-08;Biotecnologie industriali;M;436
2012/2013;LM-09;Biotecnologie mediche, veterinarie e farmaceutiche;F;2253
2012/2013;LM-09;Biotecnologie mediche, veterinarie e farmaceutiche;M;796
2012/2013;LM-10;Conservazione dei beni architettonici e ambientali;F;38
2012/2013;LM-10;Conservazione dei beni architettonici e ambientali;M;20
2012/2013;LM-11;Scienze per la conservazione dei beni culturali;F;271
2012/2013;LM-11;Scienze per la conservazione dei beni culturali;M;56
2012/2013;LM-12;Design;F;1397
2012/2013;LM-12;Design;M;886
2012/2013;LM-13;Farmacia e farmacia industriale;F;19656
2012/2013;LM-13;Farmacia e farmacia industriale;M;7640
2012/2013;LM-14;Filologia moderna;F;6234
2012/2013;LM-14;Filologia moderna;M;1657
2012/2013;LM-15;Filologia, letterature e storia dell'antichità;F;1405
2012/2013;LM-15;Filologia, letterature e storia dell'antichità;M;470
2012/2013;LM-16;Finanza;F;831
2012/2013;LM-16;Finanza;M;1121
2012/2013;LM-17;Fisica;F;773
2012/2013;LM-17;Fisica;M;1902
2012/2013;LM-18;Informatica;F;402
2012/2013;LM-18;Informatica;M;2224
2012/2013;LM-19;Informazione e sistemi editoriali;F;1592
2012/2013;LM-19;Informazione e sistemi editoriali;M;730
2012/2013;LM-20;Ingegneria aerospaziale e astronautica;F;351
2012/2013;LM-20;Ingegneria aerospaziale e astronautica;M;1844
2012/2013;LM-21;Ingegneria biomedica;F;1359
2012/2013;LM-21;Ingegneria biomedica;M;1095
2012/2013;LM-22;Ingegneria chimica;F;730
2012/2013;LM-22;Ingegneria chimica;M;1133
2012/2013;LM-23;Ingegneria civile;F;2000
2012/2013;LM-23;Ingegneria civile;M;5440
2012/2013;LM-24;Ingegneria dei sistemi edilizi;F;984
2012/2013;LM-24;Ingegneria dei sistemi edilizi;M;1612
2012/2013;LM-25;Ingegneria dell'automazione;F;144
2012/2013;LM-25;Ingegneria dell'automazione;M;1117
2012/2013;LM-26;Ingegneria della sicurezza;F;86
2012/2013;LM-26;Ingegneria della sicurezza;M;207
2012/2013;LM-27;Ingegneria delle telecomunicazioni;F;357
2012/2013;LM-27;Ingegneria delle telecomunicazioni;M;1596
2012/2013;LM-28;Ingegneria elettrica;F;105
2012/2013;LM-28;Ingegneria elettrica;M;1221
2012/2013;LM-29;Ingegneria elettronica;F;364
2012/2013;LM-29;Ingegneria elettronica;M;2438
2012/2013;LM-30;Ingegneria energetica e nucleare;F;431
2012/2013;LM-30;Ingegneria energetica e nucleare;M;1826
2012/2013;LM-31;Ingegneria gestionale;F;2733
2012/2013;LM-31;Ingegneria gestionale;M;4273
2012/2013;LM-32;Ingegneria informatica;F;722
2012/2013;LM-32;Ingegneria informatica;M;4551
2012/2013;LM-33;Ingegneria meccanica;F;688
2012/2013;LM-33;Ingegneria meccanica;M;6842
2012/2013;LM-34;Ingegneria navale;F;96
2012/2013;LM-34;Ingegneria navale;M;413
2012/2013;LM-35;Ingegneria per l'ambiente e il territorio;F;1076
2012/2013;LM-35;Ingegneria per l'ambiente e il territorio;M;1679
2012/2013;LM-36;Lingue e letterature dell'Africa e dell'Asia;F;709
2012/2013;LM-36;Lingue e letterature dell'Africa e dell'Asia;M;192
2012/2013;LM-37;Lingue e letterature moderne europee e americane;F;5619
2012/2013;LM-37;Lingue e letterature moderne europee e americane;M;796
2012/2013;LM-38;Lingue moderne per la comunicazione e la cooperazione internazionale;F;4357
2012/2013;LM-38;Lingue moderne per la comunicazione e la cooperazione internazionale;M;609
2012/2013;LM-39;Linguistica;F;817
2012/2013;LM-39;Linguistica;M;193
2012/2013;LM-40;Matematica;F;1587
2012/2013;LM-40;Matematica;M;1233
2012/2013;LM-41;Medicina e chirurgia;F;25932
2012/2013;LM-41;Medicina e chirurgia;M;22641
2012/2013;LM-42;Medicina veterinaria;F;3113
2012/2013;LM-42;Medicina veterinaria;M;1446
2012/2013;LM-43;Metodologie informatiche per le discipline umanistiche;F;56
2012/2013;LM-43;Metodologie informatiche per le discipline umanistiche;M;44
2012/2013;LM-44;Modellistica matematico-fisica per l'ingegneria;F;194
2012/2013;LM-44;Modellistica matematico-fisica per l'ingegneria;M;379
2012/2013;LM-45;Musicologia e beni musicali;F;281
